ID,Long,Fecha_inicio,Fecha_final
9726452,51732.0,2009-05-13 00:17:00.176268,2013-05-11 12:01:19.496367
8753896,54966.0,2009-12-19 21:32:04.046920,2013-05-11 12:01:55.221302
2710101,64794.0,2009-05-13 00:18:14.820362,2013-05-11 12:02:11.059093
8150320,64792.0,2009-05-13 00:18:19.394919,2013-05-11 12:02:40.557552
4459068,65263.0,2009-05-02 00:56:36.097233,2013-05-11 12:02:15.668115
6346809,50173.0,2009-05-13 00:18:28.786460,2013-04-08 11:01:35.003427
9898447,65262.0,2009-05-02 00:55:43.581822,2013-05-11 12:01:35.984782
5471328,54969.0,2009-12-19 21:31:52.027221,2013-05-11 12:01:22.512555
9417931,52201.0,2009-05-02 00:55:34.068783,2013-05-11 12:01:24.347936
6113752,65263.0,2009-05-02 00:56:38.374207,2013-05-11 12:02:22.190704
7345335,64792.0,2009-05-13 00:18:21.462530,2013-05-11 12:02:38.708825
2997178,64795.0,2009-05-13 00:17:59.625182,2013-05-11 12:01:54.647886
8581658,65266.0,2009-05-02 00:55:25.452980,2013-05-11 12:01:12.624367
9166700,65262.0,2009-05-02 00:55:38.461346,2013-05-11 12:01:27.944253
